"id","finance_info"
"2409","06/05/2020 -  (by Michelle) 
 "
"2410","06/08/2020 -  (by Cynthia) 
 "
"2411","06/08/2020 -  (by Cynthia) 
 "
"2413","06/08/2020 -  (by Cynthia) 
 "
"2414","06/17/2020 -  (by Michelle) 
 "
"2415","06/08/2020 -  (by Cynthia) 
 "
"2416","06/08/2020 -  (by Michelle) 
 "
"2418","09/15/2020 - emailed past due to diane...she'll be cutting us a check.. (by Cynthia) 
 09/15/2020 - emailed invoice to crystall & valerie for payment.. (by Cynthia) 
 06/08/2020 -  (by Cynthia) 
 06/08/2020 -  (by Cynthia) 
 "
"2419","06/08/2020 -  (by Michelle) 
 "
"2420","06/08/2020 - paid ck#1166 (by Cynthia) 
 "
"2421","06/12/2020 -  (by Cynthia) 
 "
"2422","06/16/2020 -  (by Cynthia) 
 "
"2423","06/10/2020 -  (by Michelle) 
 "
"2424","06/08/2020 -  (by Cynthia) 
 "
"2425","06/09/2020 -  (by Cynthia) 
 "
"2426","06/09/2020 -  (by Cynthia) 
 "
"2427","06/08/2020 -  (by Michelle) 
 "
"2428","06/08/2020 -  (by Cynthia) 
 06/08/2020 -  (by Cynthia) 
 "
"2430","06/08/2020 - PAID VIA CC  IN THE JOB INFO NOTES (by Cynthia) 
 "
"2431","06/08/2020 -  (by Michelle) 
 "
"2432","06/09/2020 -  (by Cynthia) 
 "
"2433","06/08/2020 -  (by Cynthia) 
 "
"2435","07/28/2020 - emailed for payment status (by Cynthia) 
 07/28/2020 - emailed for payment status (by Cynthia) 
 06/08/2020 - SENT VIA QB (by Cynthia) 
 "
"2436","06/07/2020 -  (by Cynthia) 
 "
"2437","06/08/2020 -  (by Michelle) 
 "
"2438","06/08/2020 -  (by Cynthia) 
 06/08/2020 -  (by Cynthia) 
 "
"2439","01/14/2021 - RECD EMAIL FROM JOEY W/INSURANCE STATING: Payment has been issued. (by Cynthia) 
01/14/2021 - RECD EMAIL FROM ADJUSTER JOEY WHICH HE CC THE ORIGINAL ADJUSTER THAT REQUESTED THE ASSIGNMENT-ATTACHING A COPY OF THE DENIAL LETTER....I POLITELY REPLIED ADVISING THE ADJUSTER THAT WE ARE A PREFERRED VENDOR AND WE RECEIVED THIS ASSIGNMENT DIRECTLY FROM THE ADJUSTER KALIN...CC MICHELLE.. (by Cynthia) 
01/13/2021 -  (by Cynthia) 
01/13/2021 - EMAILED ADJUSTER & VENDOR HELP FOR PAYMENT STATUS... (by Cynthia) 
06/08/2020 - NOT IN THE PORTAL... (by Cynthia) 
 "
"2440","06/08/2020 -  (by Cynthia) 
 "
"2441","06/11/2020 -  (by Cynthia) 
 "
"2442","06/08/2020 -  (by Cynthia) 
 "
"2444","06/09/2020 -  (by Cynthia) 
 "
"2445","06/08/2020 -  (by Cynthia) 
 "
"2447","01/25/2021 -  (by Cynthia) 
01/25/2021 - SPOKE TO BRET W/CUSTOMER SERVICE ADVSD CAN'T LOOK UP CLAIM INFO W/OUT THE CLAIM# OR POLICY #..LFT MSG FOR BETH & EMAILED HER ADVISING THIS..NEED PAYMENT STATUS.. (by Cynthia) 
06/07/2020 - EMAILED DIRECTLY TO BETH NO CLAIM # YET...OK PER BETH (by Cynthia) 
 "
"2448","06/11/2020 -  (by Michelle) 
 "
"2449","07/01/2020 - The PAS Payment Request in the amount of $2,221.38 on claim 3300341059 for the named insured Willy Anicette has been processed.  You should see the dollars in your bank account in two business days. (by Cynthia) 
 06/07/2020 -  (by Cynthia) 
 "
"2450","04/02/2021 -  (by Cynthia) 
04/02/2021 - never recd email response from clint...emailed jill, lindsey & susan...recd call from clint advising that he made a mistake as he was guided to issue a check to the insured for our tarp invoice-fell under deductible..he realizes now that we are a preferred vendor and he's taking this to management to see if they can issue us a payment as an expense etc...he'll email me the outcome by next week... (by Cynthia) 
01/07/2021 -  (by Cynthia) 
01/07/2021 - spoke to sheila..she advsd adjuster on this claim is clint sanders..clintsanders@oigfl.com...emailed him billing/requested payment status.. (by Cynthia) 
06/07/2020 -  (by Cynthia) 
 "
"2451","07/20/2020 - recd email from brian w/sedgwick: 6667285222
emailed sedgwick for payment status... (by Cynthia) 
 06/15/2020 -  (by Michelle) 
 "
"2455","06/09/2020 -  (by Cynthia) 
 "
"2457","06/09/2020 -  (by Cynthia) 
 "
"2458","06/08/2020 - Gus has $1000 check (by Michelle) 
 "
"2459","06/10/2020 -  (by Cynthia) 
 "
"2460","06/09/2020 -  (by Michelle) 
 "
"2461","06/09/2020 -  (by Cynthia) 
 "
"2462","06/08/2020 -  (by Michelle) 
 "
"2464","06/08/2020 -  (by Michelle) 
 "
"2465","06/10/2020 -  (by Michelle) 
 "
"2466","06/09/2020 -  (by Cynthia) 
 "
"2467","06/10/2020 -  (by Cynthia) 
 "
"2468","06/10/2020 -  (by Cynthia) 
 "
"2470","06/08/2020 -  (by Michelle) 
 "
"2471","06/10/2020 -  (by Cynthia) 
 "
"2472","06/09/2020 -  (by Michelle) 
 "
"2473","06/17/2020 -  (by Cynthia) 
 06/16/2020 -  (by Cynthia) 
 "
"2474","06/11/2020 -  (by Cynthia) 
 "
"2475","06/10/2020 -  (by Cynthia) 
 "
"2476","02/04/2021 - SPOKE TO INSURED ADVSD I WILL EMAIL HIM ALL THE DETAIL & INVOICE FOR PAYMENT..HE THANKED ME AS HE NEVER RECD A DETAIL WHEN HE GOT THE CHECK..HE ADVSD IT TOOK THEM 5 MOS TO GET HIM A CHECK..HE AGREED TO PAY INVOICE ONLINE.. (by Cynthia) 
02/04/2021 - EMAILED JONATHAN BACK ADVISING THE INSURED CLAIMS HE DID NOT RECEIVE PAYMENT FOR TARP/ONLY MITIGATION..REQUESTED PROOF OF PAYMENT FOR OUR TARP INVOICE..
RECD EMAIL FROM SR. SUPPLEMENT CLAIMS ADJ: JONATHAN BAHM(JBAHM@ASICORP.ORG) 866-274-5677-1594 STATING: On claim 768357 for James Eubanks  799 CARMEL LN KISSIMMEE, FL 34759.
We paid the tarping bill to the NI inadvertently I don't think the adjuster realized it was an XA assignment.  Please bill the NI directly. (by Cynthia) 
02/01/2021 -  (by Cynthia) 
02/01/2021 - spoke to the insured, he advsd he did not receive payment for the roof tarp--only for the mitigation...sent a note to xact cc olly/etc..Please note that it has been over 7 months since we've submitted our invoice for the roof tarp services. That does not give us any collection/lien rights to obtain payment from the insured. We've contacted the insured and they have advised that they have not received payment for our invoice. They have only received payment for the mitigation work.

We are requesting this to be escalated as payment should be sent directly to us or Sedgwick. Please advise as to when payment can be finalized for our invoice.
recd note in xact from olly stating payment issued directly to insured..seek payment from the insured.. (by Cynthia) 
12/29/2020 -  (by Cynthia) 
 12/29/2020 - emailed sedgwick payment servicers (by Cynthia) 
 06/10/2020 -  (by Cynthia) 
 "
"2478","06/11/2020 -  (by Cynthia) 
 "
"2479","06/10/2020 -  (by Michelle) 
 "
"2481","06/11/2020 -  (by Cynthia) 
 "
"2482","06/09/2020 -  (by Michelle) 
 "
"2483","06/12/2020 -  (by Cynthia) 
 "
"2484","06/10/2020 -  (by Michelle) 
 "
"2485","06/12/2020 -  (by Cynthia) 
 "
"2487","06/10/2020 -  (by Cynthia) 
 "
"2488","12/29/2020 -  (by Cynthia) 
 12/29/2020 - emailed sedgwick payment services (by Cynthia) 
 06/15/2020 -  (by Cynthia) 
 "
"2490","06/12/2020 -  (by Michelle) 
 "
"2491","06/10/2020 -  (by Michelle) 
 "
"2492","06/17/2020 -  (by Michelle) 
 "
"2493","06/15/2020 -  (by Michelle) 
 "
"2496","06/10/2020 -  (by Cynthia) 
 "
"2497","06/12/2020 -  (by Cynthia) 
 "
"2499","06/12/2020 -  (by Cynthia) 
 "
"2500","06/12/2020 -  (by Cynthia) 
 "
"2501","06/11/2020 -  (by Michelle) 
 "
"2502","06/12/2020 -  (by Michelle) 
 "
"2503","06/12/2020 -  (by Michelle) 
 "
"2504","06/12/2020 -  (by Cynthia) 
 "
"2505","02/11/2021 -  (by Cynthia) 
02/11/2021 - lft msg emailed directly to pete/tower hill & adjuster lanthony@thig.com.. (by Cynthia) 
08/12/2020 - ALACRITY FEE $126.77 (by Admin) 
 06/12/2020 - DIRECTLY TO TOWER HILL ADJUSTER..NO ALACRITY NO SYMBILITY (by Cynthia) 
 "
"2506","06/12/2020 -  (by Michelle) 
 "
"2507","06/12/2020 -  (by Cynthia) 
 "
"2508","06/15/2020 -  (by Cynthia) 
 "
"2511","08/26/2020 - Est.# 21795867-78-28446-1 Adjusted amount:$750.00 Note:***No Refund Required***Claim denied.  Tower Hill paid $1500 as expense toward EMS services split between the board up and the other board up services $750 each (by Cynthia) 
 06/15/2020 -  (by Cynthia) 
 "
"2512","06/11/2020 -  (by Cynthia) 
 "
"2513","06/11/2020 -  (by Michelle) 
 "
"2514","06/12/2020 -  (by Michelle) 
 "
"2515","06/10/2020 -  (by Michelle) 
 "
"2516","06/12/2020 -  (by Cynthia) 
 06/12/2020 -  (by Cynthia) 
 "
"2517","09/15/2020 - added note in alacnet for payment status... (by Cynthia) 
 08/12/2020 - ALACRITY FEE$ 137.99 (by Admin) 
 06/10/2020 -  (by Cynthia) 
 "
"2518","06/11/2020 -  (by Michelle) 
 "
"2519","06/15/2020 -  (by Cynthia) 
 "
"2520","06/12/2020 -  (by Michelle) 
 "
"2521","06/12/2020 -  (by Michelle) 
 "
"2523","01/27/2021 -  (by Tiffany) 
01/27/2021 - Cynthia emailed a spreadsheet to Bill ( Director of operations , Sedgwick) for payment status - UPC contact sent list to staff for immediate attention (by Tiffany) 
12/29/2020 -  (by Cynthia) 
 12/29/2020 -  (by Cynthia) 
 12/29/2020 - emailed sedgwick payment services (by Cynthia) 
 06/15/2020 -  (by Michelle) 
 "
"2525","06/12/2020 -  (by Cynthia) 
 "
"2526","06/12/2020 -  (by Cynthia) 
 "
"2527","06/12/2020 -  (by Cynthia) 
 "
"2528","06/15/2020 -  (by Cynthia) 
 "
"2529","06/15/2020 -  (by Michelle) 
 "
"2530","06/16/2020 -  (by Cynthia) 
 "
"2531","06/15/2020 -  (by Cynthia) 
 "
"2532","06/12/2020 -  (by Michelle) 
 "
"2533","07/02/2020 - Recd xact note from ymorell@aiiflorida.com: $724.00 ROOF TARP INVOICE HAS BEEN PAY TO KRUGER. THANKS. (by Cynthia) 
 06/15/2020 -  (by Cynthia) 
 "
"2534","06/12/2020 -  (by Michelle) 
 "
"2535","06/15/2020 -  (by Cynthia) 
 "
"2536","06/12/2020 -  (by Michelle) 
 "
"2537","06/12/2020 -  (by Michelle) 
 "
"2538","06/15/2020 -  (by Cynthia) 
 "
"2543","06/15/2020 -  (by Michelle) 
 "
"2545","06/15/2020 -  (by Michelle) 
 "
"2546","06/15/2020 -  (by Cynthia) 
 "
"2547","12/29/2020 -  (by Cynthia) 
 12/29/2020 - sent email of all past due invoices to payment-services@sedgwickrepair.com cc sara (by Cynthia) 
 06/15/2020 -  (by Cynthia) 
 "
"2549","06/12/2020 -  (by Michelle) 
 "
"2550","06/15/2020 -  (by Cynthia) 
 "
"2551","04/02/2021 -  (by Cynthia) 
04/02/2021 - never recd email response from clint...emailed jill, lindsey & susan...recd call from clint advising that he made a mistake as he was guided to issue a check to the insured for our tarp invoice-fell under deductible..he realizes now that we are a preferred vendor and he's taking this to management to see if they can issue us a payment as an expense etc...he'll email me the outcome by next week... (by Cynthia) 
01/07/2021 -  (by Cynthia) 
01/07/2021 - spoke to sheila..she advsd adjuster on this claim is clint sanders..clintsanders@oigfl.com...emailed him billing/requested payment status.. (by Cynthia) 
06/15/2020 -  (by Cynthia) 
 "
"2552","06/16/2020 -  (by Cynthia) 
 "
"2553","06/15/2020 -  (by Cynthia) 
 "
"2554","06/15/2020 -  (by Michelle) 
 "
"2555","06/16/2020 -  (by Cynthia) 
 "
"2556","08/12/2020 - ALACRITY CHARGE $55.16 (by Admin) 
 06/15/2020 -  (by Cynthia) 
 "
"2557","06/16/2020 -  (by Cynthia) 
 "
"2558","06/15/2020 -  (by Cynthia) 
 "
"2559","06/16/2020 -  (by Cynthia) 
 "
"2560","06/12/2020 -  (by Michelle) 
 "
"2561","06/15/2020 -  (by Cynthia) 
 "
"2564","06/15/2020 - emailed directly from/to adjuster..NOT thru tradesplus (by Cynthia) 
 "
"2565","06/15/2020 -  (by Cynthia) 
 "
"2566","06/15/2020 -  (by Cynthia) 
 "
"2567","06/17/2020 -  (by Cynthia) 
 "
"2568","12/23/2020 - fireservice putting a check in the mail today. (by Michelle) 
 12/23/2020 - fireservice putting a check in the mail today. (by Michelle) 
 12/23/2020 - s/w gail today and she will be mailing the check today. (by Michelle) 
 06/15/2020 -  (by Cynthia) 
 "
"2570","06/16/2020 -  (by Cynthia) 
 06/16/2020 -  (by Cynthia) 
 "
"2573","06/16/2020 -  (by Cynthia) 
 "
"2574","01/26/2021 -  (by Tiffany) 
01/22/2021 - After some quickbooks adjustments, found that this is only partially paid. Sent Eva the invoice via quickbooks and let her know what happened via email... replied check for remaining balance of $1,954.00 will be sent on 02/5/2021 (by Tiffany) 
06/17/2020 -  (by Cynthia) 
 06/15/2020 -  (by Cynthia) 
 "
"2576","06/15/2020 -  (by Michelle) 
 "
"2577","06/16/2020 -  (by Cynthia) 
 "
"2578","06/15/2020 -  (by Cynthia) 
 "
"2580","06/16/2020 -  (by Cynthia) 
 "
"2581","06/16/2020 -  (by Cynthia) 
 "
"2582","06/16/2020 -  (by Cynthia) 
 06/16/2020 - chris approved $2370.75 w/out anchoring/alt.. he advsd 34 sandbags.
emailed to tracy via QB (by Cynthia) 
 "
"2585","06/16/2020 -  (by Cynthia) 
 06/16/2020 -  (by Cynthia) 
 06/16/2020 -  (by Cynthia) 
 "
"2586","01/21/2021 -  (by Cynthia) 
01/21/2021 -  (by Cynthia) 
01/21/2021 - spoke to gayle w/fireservice she advsd this was just submitted to her in december..they did acknowledge that it was emailed to jeanie in june, not sure what happened-but gayle was out sick for 2 weeks just got back she's processing the payment next week emailed her the w9 ghoward@fireserviceusa.com (by Cynthia) 
06/16/2020 -  (by Cynthia) 
 "
"2587","06/16/2020 -  (by Cynthia) 
 "
"2588","06/16/2020 -  (by Cynthia) 
 "
"2590","06/16/2020 -  (by Cynthia) 
 "
"2591","06/17/2020 -  (by Cynthia) 
 "
"2592","06/16/2020 -  (by Michelle) 
 "
"2593","06/17/2020 -  (by Cynthia) 
 "
"2594","11/16/2021 - Original invoice was voided previously. Created new invoice to update pymt. (by Ana Silva) 
03/12/2021 - Sent email to gnelsen@oneprn.com and paul with preferred requesting the status of payment on these claims. We provided services on  06/23 (by Michelle) 
02/09/2021 -  (by Cynthia) 
06/29/2020 -  (by Michelle) 
 "
"2595","06/17/2020 -  (by Cynthia) 
 "
"2596","06/16/2020 -  (by Cynthia) 
 "
"2597","06/17/2020 -  (by Michelle) 
 "
"2598","06/16/2020 -  (by Cynthia) 
 "
"2599","06/17/2020 -  (by Michelle) 
 "
"2600","06/16/2020 -  (by Cynthia) 
 "
"2601","06/18/2020 -  (by Cynthia) 
 "
"2602","06/17/2020 -  (by Michelle) 
 "
"2603","06/16/2020 -  (by Cynthia) 
 "
"2604","06/16/2020 - emailed to the adjuster as well (by Cynthia) 
 "
"2605","06/17/2020 -  (by Cynthia) 
 06/17/2020 -  (by Cynthia) 
 "
"2606","06/17/2020 -  (by Michelle) 
 "
"2607","06/17/2020 -  (by Cynthia) 
 "
"2608","08/12/2020 - ALACRITY FEE $ 119.95 (by Admin) 
 06/17/2020 -  (by Cynthia) 
 "
"2609","06/26/2020 -  (by Cynthia) 
 "
"2610","06/17/2020 -  (by Cynthia) 
 "
"2611","06/19/2020 -  (by Cynthia) 
 "
"2612","06/17/2020 -  (by Cynthia) 
 "
"2613","06/17/2020 -  (by Michelle) 
 "
"2614","06/18/2020 -  (by Cynthia) 
 "
"2616","06/17/2020 -  (by Cynthia) 
 "
"2617","06/18/2020 -  (by Cynthia) 
 "
"2618","06/18/2020 -  (by Cynthia) 
 "
"2619","06/18/2020 -  (by Cynthia) 
 "
"2620","06/19/2020 -  (by Cynthia) 
 "
"2621","06/19/2020 -  (by Cynthia) 
 "
"2622","06/18/2020 -  (by Cynthia) 
 "
"2623","06/18/2020 -  (by Cynthia) 
 "
"2624","06/18/2020 -  (by Cynthia) 
 "
"2629","06/19/2020 -  (by Cynthia) 
 "
"2630","06/19/2020 -  (by Cynthia) 
 "
"2632","06/18/2020 -  (by Cynthia) 
 "
"2633","06/19/2020 -  (by Cynthia) 
 "
"2634","06/24/2020 -  (by Cynthia) 
 "
"2635","06/23/2020 -  (by Michelle) 
 "
"2636","06/22/2020 -  (by Cynthia) 
 "
"2637","06/19/2020 -  (by Cynthia) 
 "
"2638","06/19/2020 -  (by Cynthia) 
 "
"2639","06/22/2020 -  (by Cynthia) 
 "
"2642","06/22/2020 -  (by Cynthia) 
 "
"2643","06/19/2020 - VIA QB (by Cynthia) 
 "
"2644","06/22/2020 -  (by Cynthia) 
 "
"2646","06/19/2020 -  (by Cynthia) 
 "
"2647","09/15/2020 - emailed past due invoice to allyson... (by Cynthia) 
 06/23/2020 -  (by Cynthia) 
 "
"2648","06/22/2020 -  (by Cynthia) 
 "
"2649","06/22/2020 -  (by Cynthia) 
 "
"2650","06/19/2020 -  (by Cynthia) 
 "
"2651","06/22/2020 -  (by Cynthia) 
 06/19/2020 -  (by Cynthia) 
 "
"2652","03/01/2021 - RECD NOTE FROM LAUREN VIA ALACNET: THIG payment issued to Alacrity 2/26/21 in the amount of $600.00. Funds will apply to PAS when received. (by Cynthia) 
02/16/2021 -  (by Cynthia) 
02/16/2021 - added note in alacnet for payment... (by Cynthia) 
06/23/2020 -  (by Cynthia) 
 06/23/2020 -  (by Cynthia) 
 "
"2653","06/26/2020 -  (by Cynthia) 
 "
"2654","06/22/2020 -  (by Cynthia) 
 "
"2655","07/22/2020 - emailed alacnet requesting why only $750.00 is being applied (by Cynthia) 
 07/22/2020 - pas funds in the amount of $750.00 have been applied to the claim (by Cynthia) 
 06/22/2020 -  (by Cynthia) 
 "
"2656","12/31/2020 -  (by Cynthia) 
 12/31/2020 - recd email from Scott stating: thank you for the email and the follow-up.  I thought the insurer would be paying this directly. I'm contacting our representative tomorrow, and if they don't pay promptly, I'll pay by middle of this week. Thank you again for your help. (by Cynthia) 
 12/23/2020 - sent invoice via Quickbooks 12/14, 12/16 and 12/23.  Also left a voicemail and sent an email.  Insured has 10 days to remit payment. If not lien and send to small claims. (by Michelle) 
 06/22/2020 - VIA QB EMAILED (by Cynthia) 
 "
"2657","02/12/2021 -  (by Cynthia) 
02/12/2021 - emailed to rob canty for payment...recd email back from rob stating: is in litigation. I have asked the litigation rep if payment was OK but have not heard back yet. I can’t pay on a litigated file without permission as it may jeopardize the litigation results. If you don’t get something back shortly, resend it in a week or so.

Thanks, (by Cynthia) 
06/28/2020 -  (by Cynthia) 
 "
"2658","06/22/2020 -  (by Cynthia) 
 "
"2659","06/23/2020 -  (by Cynthia) 
 "
"2662","06/22/2020 -  (by Cynthia) 
 "
"2663","06/22/2020 -  (by Cynthia) 
 06/22/2020 - Bill united directly (by Chris) 
 "
"2664","06/25/2020 -  (by Cynthia) 
 06/25/2020 -  (by Cynthia) 
 "
"2665","11/23/2020 - claimed denied (by Cynthia) 
 06/22/2020 -  (by Cynthia) 
 "
"2666","06/24/2020 - NO JOB ESTIMATE FEE (by Cynthia) 
 "
"2667","06/23/2020 -  (by Cynthia) 
 "
"2668","06/23/2020 -  (by Cynthia) 
 "
"2669","06/23/2020 -  (by Cynthia) 
 "
"2670","01/15/2021 -  (by Cynthia) 
01/15/2021 - recd call from alex w/restoration xperts agreeing to pay all invoices for this insured today.. rqstd email them to him apokorny@restorationxperts.net (by Cynthia) 
12/09/2020 - recd email from barbara w/olympus stating: Your invoice was included in the EMS invoice we received from Restoration Xperts as apparently they had you handle this and we were not involved. We have already paid them for the EMS which this policy has a limit for. EMS does include initial tarping. Restoration Xperts has been aware of this for some time.
As for the additional invoice for removal later for photos, please forward this invoice to me for review. Somehow this did not happen on the date we thought was arranged for when our adjuster was there but I’ll see what I can do. (by Cynthia) 
 12/09/2020 - spoke to ryan w/insurance advsd this claim is still open, no payments in our amounts have been issued..he transferred me to barbara hurn 866-281-2242 ext 5604 - lft message...emailed her requesting info.. bhurn@oigfl.com (by Cynthia) 
 06/23/2020 -  (by Michelle) 
 "
